Accident_Index,Accident_Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_District,Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
200901BS70164,06-04-2021,Monday,JC_3,T or staggered junction,Slight,51.521038,Daylight,Coventry,H1,-0.209941,1,1,Metropolitan Police,Dry,R2,30,14:25,Urban,W1,Motorcycle over 500cc
200901BS70165,03-04-2021,Friday,JC_3,T or staggered junction,Serious,51.507137,Daylight,Lichfield,H1,-0.194779,1,1,Metropolitan Police,Dry,R2,30,16:40,Urban,W1,Car
200901BS70166,26-03-2021,Thursday,JC_2,T or staggered junction,Slight,51.50467,Daylight,Stafford,H1,-0.21577,1,1,Metropolitan Police,Dry,R3,30,07:30,Urban,W1,Car
200901BS70167,22-03-2021,Sunday,JC_1,Not at junction or within 20 metres,Slight,51.492092,Daylight,Stoke-on-Trent,H1,-0.164113,1,1,Metropolitan Police,Dry,R2,30,19:05,Urban,W1,Car
200901BS70168,29-03-2021,Sunday,JC_1,Not at junction or within 20 metres,Slight,51.487452,Darkness - lights lit,East Staffordshire,H1,-0.195412,1,2,Metropolitan Police,Dry,R2,30,16:35,Urban,W1,Car
200901BS70169,19-03-2021,Thursday,JC_3,Roundabout,Slight,51.491921,Daylight,Newcastle-under-Lyme,H1,-0.158934,2,2,Metropolitan Police,Dry,R2,30,05:11,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70171,23-03-2021,Monday,JC_1,Crossroads,Slight,51.477465,Darkness - lights lit,Cannock Chase,H1,-0.183422,1,1,Metropolitan Police,Dry,R2,30,08:10,Urban,W1,Car
200901BS70172,25-03-2021,Wednesday,JC_2,T or staggered junction,Slight,51.496607,Daylight,South Staffordshire,H1,-0.206,1,2,Metropolitan Police,Dry,R2,30,14:54,Urban,W1,Motorcycle over 500cc
200901BS70173,08-04-2021,Wednesday,JC_1,Not at junction or within 20 metres,Slight,51.494936,Daylight,Tamworth,H1,-0.185032,1,1,Metropolitan Police,Dry,R2,30,18:30,Urban,W1,Car
200901BS70174,01-04-2021,Wednesday,JC_2,Mini-roundabout,Slight,51.492747,Daylight,Staffordshire Moorlands,H1,-0.200533,1,2,Metropolitan Police,Dry,R1,30,00:45,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70175,26-03-2021,Thursday,JC_1,Crossroads,Slight,51.499127,Darkness - lights lit,Wychavon,H1,-0.159652,1,1,Metropolitan Police,Wet or damp,R2,30,10:10,Urban,W1,Car
200901BS70177,28-03-2021,Saturday,JC_3,T or staggered junction,Slight,51.502269,Daylight,Malvern Hills,H1,-0.188199,1,1,Metropolitan Police,Dry,R2,30,21:45,Urban,W1,Car
200901BS70178,08-04-2021,Wednesday,JC_1,Crossroads,Slight,51.488958,Darkness - lights lit,Worcester,H1,-0.164959,1,2,Metropolitan Police,Dry,R2,30,14:02,Urban,W1,Car
200901BS70179,09-04-2021,Thursday,JC_3,T or staggered junction,Serious,51.500996,Daylight,Wyre Forest,H1,-0.193148,1,1,Metropolitan Police,Dry,R2,30,18:40,Urban,W3,Car
200901BS70180,09-04-2021,Thursday,JC_3,Not at junction or within 20 metres,Slight,51.496408,Daylight,"Herefordshire, County of",H1,-0.169846,1,1,Metropolitan Police,Dry,R3,30,09:15,Urban,W1,Car
200901BS70181,12-04-2021,Sunday,JC_2,T or staggered junction,Serious,51.494692,Daylight,Shropshire,H1,-0.192533,3,1,Metropolitan Police,Dry,R2,30,15:22,Urban,W1,Car
200901BS70184,12-04-2021,Sunday,JC_1,Not at junction or within 20 metres,Slight,51.490626,Daylight,Redditch,H1,-0.191253,1,2,Metropolitan Police,Dry,R1,30,15:50,Urban,W1,Car
200901BS70185,10-04-2021,Friday,JC_2,Not at junction or within 20 metres,Slight,51.492931,Daylight,Bromsgrove,H1,-0.200814,1,1,Metropolitan Police,Wet or damp,R2,30,14:51,Urban,W1,Car
200901BS70186,15-04-2021,Wednesday,JC_1,T or staggered junction,Serious,51.521682,Daylight,South Shropshire,H1,-0.210925,1,1,Metropolitan Police,Dry,R2,30,15:45,Urban,W1,Motorcycle 125cc and under
200901BS70187,15-04-2021,Wednesday,JC_1,T or staggered junction,Slight,51.480112,Daylight,North Shropshire,H1,-0.180148,1,2,Metropolitan Police,Dry,R2,30,13:50,Urban,W1,Car
200901BS70189,14-04-2021,Tuesday,JC_1,Crossroads,Slight,51.490988,Daylight,Shrewsbury and Atcham,H1,-0.197289,2,2,Metropolitan Police,Dry,R1,30,13:20,Urban,W3,Car
200901BS70190,17-04-2021,Friday,JC_1,T or staggered junction,Slight,51.485441,Daylight,Oswestry,H1,-0.181664,1,2,Metropolitan Police,Wet or damp,R2,30,09:30,Urban,W1,Car
200901BS70191,20-04-2021,Monday,JC_1,T or staggered junction,Slight,51.492645,Daylight,Telford and Wrekin,H1,-0.193911,1,2,Metropolitan Police,Dry,R2,30,15:30,Urban,W1,Car
200901BS70192,28-01-2021,Wednesday,JC_3,T or staggered junction,Slight,51.499915,Daylight,Bridgnorth,H1,-0.210625,1,2,Metropolitan Police,Dry,R2,30,13:30,Urban,W1,Car
200901BS70193,20-04-2021,Monday,JC_3,T or staggered junction,Slight,51.477831,Daylight,Stratford-upon-Avon,H1,-0.183839,1,1,Metropolitan Police,Dry,R2,30,17:10,Urban,W3,Car
200901BS70194,22-04-2021,Wednesday,JC_1,T or staggered junction,Serious,51.508817,Daylight,Warwick,H1,-0.210564,1,3,Metropolitan Police,Dry,R2,30,09:48,Urban,W1,Car
200901BS70195,16-04-2021,Thursday,JC_2,Not at junction or within 20 metres,Slight,51.48106,Daylight,North Warwickshire,H1,-0.183279,1,2,Metropolitan Police,Dry,R2,30,08:12,Urban,W1,Car
200901BS70196,22-04-2021,Wednesday,JC_1,Not at junction or within 20 metres,Slight,51.498242,Daylight,Rugby,H1,-0.201181,1,2,Metropolitan Police,Dry,R2,30,12:45,Urban,W1,Car
200901BS70197,20-04-2021,Monday,JC_2,Crossroads,Slight,51.489354,Daylight,Nuneaton and Bedworth,H1,-0.19044,1,2,Metropolitan Police,Dry,R2,30,17:00,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70198,22-04-2021,Wednesday,JC_2,Crossroads,Slight,51.501365,Daylight,Amber Valley,H1,-0.19371,1,1,Metropolitan Police,Dry,R2,30,10:40,Urban,W1,Car
200901BS70199,25-04-2021,Saturday,JC_1,T or staggered junction,Serious,51.495197,Daylight,Erewash,H1,-0.196115,1,2,Metropolitan Police,Dry,R2,30,19:00,Urban,W1,Bus or coach (17 or more pass seats)
200901BS70200,26-04-2021,Sunday,JC_1,Crossroads,Slight,51.481664,Daylight,Bolsover,H1,-0.187431,4,1,Metropolitan Police,Dry,R2,30,13:51,Urban,W1,Car
200901BS70201,23-04-2021,Thursday,JC_2,Crossroads,Slight,51.497127,Daylight,Derbyshire Dales,H1,-0.204683,1,1,Metropolitan Police,Dry,R2,30,15:50,Urban,W1,Car
200901BS70202,24-04-2021,Friday,JC_1,Crossroads,Slight,51.481577,Daylight,High Peak,H1,-0.176057,1,2,Metropolitan Police,Dry,R2,30,07:25,Urban,W1,Goods 7.5 tonnes mgw and over
200901BS70203,14-04-2021,Tuesday,JC_1,T or staggered junction,Slight,51.495809,Daylight,Chesterfield,H1,-0.171743,1,2,Metropolitan Police,Dry,R2,30,14:20,Urban,W1,Car
200901BS70204,10-04-2021,Friday,JC_2,Crossroads,Slight,51.481894,Daylight,North East Derbyshire,H1,-0.173308,1,1,Metropolitan Police,Wet or damp,R2,30,13:15,Urban,W1,Car
200901BS70205,27-04-2021,Monday,JC_3,T or staggered junction,Slight,51.506866,Daylight,Derby,H1,-0.206462,1,2,Metropolitan Police,Wet or damp,R2,30,07:35,Urban,W1,Car
200901BS70206,27-04-2021,Monday,JC_1,T or staggered junction,Slight,51.493777,Daylight,South Derbyshire,H1,-0.174129,1,2,Metropolitan Police,Dry,R2,30,19:57,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70207,27-04-2021,Monday,JC_2,Crossroads,Slight,51.495117,Darkness - lights lit,Ashfield,H1,-0.1735,1,2,Metropolitan Police,Wet or damp,R1,30,13:45,Urban,W3,Car
200901BS70208,26-04-2021,Sunday,JC_2,Not at junction or within 20 metres,Slight,51.48342,Daylight,Mansfield,H1,-0.167342,2,2,Metropolitan Police,Dry,R2,30,17:50,Urban,W1,Car
200901BS70209,29-04-2021,Wednesday,JC_1,T or staggered junction,Slight,51.507464,Daylight,Newark and Sherwood,H1,-0.204421,2,2,Metropolitan Police,Dry,R2,30,19:37,Urban,W1,Car
200901BS70210,26-04-2021,Sunday,JC_2,Crossroads,Slight,51.514787,Darkness - lights lit,Nottingham,H1,-0.195197,1,2,Metropolitan Police,Dry,R2,30,19:20,Urban,W3,Motorcycle over 500cc
200901BS70211,30-04-2021,Thursday,JC_2,Crossroads,Slight,51.49387,Daylight,Gedling,H1,-0.17427,1,1,Metropolitan Police,Dry,R2,30,19:20,Urban,W1,Car
200901BS70212,30-03-2021,Monday,JC_1,T or staggered junction,Slight,51.504753,Daylight,Bassetlaw,H1,-0.215334,1,2,Metropolitan Police,Dry,R3,30,18:25,Urban,W1,Goods over 3.5t. and under 7.5t
200901BS70213,30-04-2021,Thursday,JC_1,Crossroads,Slight,51.483409,Daylight,Broxtowe,H1,-0.166622,1,2,Metropolitan Police,Dry,R2,30,09:30,Urban,W1,Car
200901BS70214,03-05-2021,Sunday,JC_1,More than 4 arms (not roundabout),Slight,51.480027,Daylight,Rushcliffe,H1,-0.18044,1,2,Metropolitan Police,Dry,R2,30,17:58,Urban,W1,Car
200901BS70216,08-04-2021,Wednesday,JC_3,T or staggered junction,Slight,51.495356,Daylight,South Kesteven,H1,-0.183143,1,2,Metropolitan Police,Dry,R2,30,20:25,Urban,W1,Car
200901BS70217,01-05-2021,Friday,JC_3,T or staggered junction,Slight,51.508632,Darkness - lights lit,South Holland,H1,-0.198466,1,2,Metropolitan Police,Dry,R3,30,14:35,Urban,W1,Car
200901BS70218,22-04-2021,Wednesday,JC_2,T or staggered junction,Slight,51.493759,Daylight,North Kesteven,H1,-0.17874,1,2,Metropolitan Police,Dry,R3,30,19:00,Urban,W1,Car
200901BS70219,08-05-2021,Friday,JC_1,Not at junction or within 20 metres,Slight,51.482582,Daylight,Lincoln,H1,-0.171264,1,1,Metropolitan Police,Dry,R2,30,08:35,Urban,W1,Car
200901BS70220,08-05-2021,Friday,JC_2,Not at junction or within 20 metres,Slight,51.504146,Daylight,East Lindsey,H1,-0.210891,1,1,Metropolitan Police,Dry,R2,30,16:50,Urban,W1,Car
200901BS70221,29-04-2021,Wednesday,JC_1,Crossroads,Slight,51.507464,Daylight,Boston,H1,-0.204421,1,2,Metropolitan Police,Dry,R2,30,00:25,Urban,W1,Car
200901BS70222,10-05-2021,Sunday,JC_1,T or staggered junction,Slight,51.486493,Darkness - lights lit,West Lindsey,H1,-0.179894,1,2,Metropolitan Police,Dry,R2,30,20:10,Urban,W1,Car
200901BS70223,06-05-2021,Wednesday,JC_1,T or staggered junction,Slight,51.495808,Darkness - lights lit,Leicester,H1,-0.183269,1,2,Metropolitan Police,Dry,R2,30,18:30,Urban,W1,Car
200901BS70224,07-05-2021,Thursday,JC_2,T or staggered junction,Slight,51.527785,Daylight,Melton,H1,-0.21602,2,2,Metropolitan Police,Dry,R2,30,21:14,Urban,W1,Car
200901BS70225,26-04-2021,Sunday,JC_1,T or staggered junction,Serious,51.500693,Darkness - lights lit,Charnwood,H1,-0.162038,5,1,Metropolitan Police,Dry,R2,30,15:49,Urban,W1,Car
200901BS70226,29-04-2021,Wednesday,JC_2,Crossroads,Slight,51.483635,Daylight,Blaby,H1,-0.163876,1,2,Metropolitan Police,Dry,R2,30,00:25,Urban,W1,Car
200901BS70227,29-04-2021,Wednesday,JC_1,Crossroads,Slight,51.495363,Darkness - lights lit,Harborough,H1,-0.177812,1,2,Metropolitan Police,Dry,R2,30,11:10,Urban,W1,Car
200901BS70228,10-05-2021,Sunday,JC_3,T or staggered junction,Slight,51.492096,Daylight,Rutland,H1,-0.158639,2,3,Metropolitan Police,Dry,R2,30,17:34,Urban,W1,Car
200901BS70230,10-05-2021,Sunday,JC_1,T or staggered junction,Slight,51.480199,Daylight,Hinckley and Bosworth,H1,-0.185761,1,1,Metropolitan Police,Dry,R2,30,00:46,Urban,W1,Car
200901BS70231,13-05-2021,Wednesday,JC_2,T or staggered junction,Serious,51.509123,Darkness - lights lit,North West Leicestershire,H1,-0.195277,1,1,Metropolitan Police,Dry,R2,30,14:00,Urban,W1,Car
200901BS70232,25-04-2021,Saturday,JC_1,Not at junction or within 20 metres,Slight,51.490031,Daylight,Oadby and Wigston,H1,-0.187676,1,2,Metropolitan Police,Dry,R2,30,19:20,Urban,W1,Car
200901BS70233,08-05-2021,Friday,JC_1,T or staggered junction,Slight,51.486143,Daylight,Corby,H1,-0.180484,1,2,Metropolitan Police,Dry,R2,30,19:00,Urban,W1,Car
200901BS70234,02-05-2021,Saturday,JC_2,T or staggered junction,Slight,51.49226,Daylight,Wellingborough,H1,-0.157624,1,2,Metropolitan Police,Dry,R2,30,19:36,Urban,W1,Car
200901BS70236,15-05-2021,Friday,JC_1,T or staggered junction,Slight,51.517979,Darkness - lights lit,Daventry,H1,-0.204007,2,2,Metropolitan Police,Wet or damp,R4,30,22:28,Urban,W1,Car
200901BS70237,13-05-2021,Wednesday,JC_1,T or staggered junction,Slight,51.495373,Darkness - lights lit,Kettering,H1,-0.172625,2,2,Metropolitan Police,Dry,R2,30,19:00,Urban,W1,Car
200901BS70238,06-05-2021,Wednesday,JC_1,T or staggered junction,Slight,51.477989,Daylight,East Northamptonshire,H1,-0.182393,1,2,Metropolitan Police,Dry,R2,30,21:15,Urban,W1,Car
200901BS70239,15-05-2021,Friday,JC_1,Roundabout,Slight,51.493667,Darkness - lights lit,Northampton,H1,-0.184362,1,1,Metropolitan Police,Dry,R4,30,08:00,Urban,W2,Car
200901BS70240,01-05-2021,Friday,JC_2,T or staggered junction,Slight,51.488493,Daylight,South Northamptonshire,H1,-0.192922,1,3,Metropolitan Police,Dry,R2,30,22:00,Urban,W1,Car
200901BS70241,06-05-2021,Wednesday,JC_2,T or staggered junction,Slight,51.501762,Darkness - lights lit,South Cambridgeshire,H1,-0.184473,1,2,Metropolitan Police,Dry,R2,30,16:45,Urban,W1,Car
200901BS70242,18-05-2021,Monday,JC_3,Roundabout,Slight,51.48757,Daylight,Cambridge,H1,-0.168184,1,1,Metropolitan Police,Dry,R2,30,10:42,Urban,W1,Car
200901BS70243,05-05-2021,Tuesday,JC_1,Crossroads,Slight,51.480047,Daylight,Peterborough,H1,-0.181735,1,1,Metropolitan Police,Dry,R1,30,09:39,Urban,W1,Car
200901BS70245,04-05-2021,Monday,JC_1,Not at junction or within 20 metres,Slight,51.480962,Daylight,East Cambridgeshire,H1,-0.176946,3,2,Metropolitan Police,Dry,R2,30,16:18,Urban,W1,Car
200901BS70246,19-05-2021,Tuesday,JC_1,T or staggered junction,Slight,51.484282,Daylight,Huntingdonshire,H1,-0.159242,1,2,Metropolitan Police,Dry,R2,30,18:44,Urban,W1,Taxi/Private hire car
200901BS70247,21-05-2021,Thursday,JC_3,T or staggered junction,Slight,51.4975,Daylight,Fenland,H1,-0.164904,1,2,Metropolitan Police,Dry,R2,30,15:50,Urban,W1,Goods 7.5 tonnes mgw and over
200901BS70248,23-05-2021,Saturday,JC_1,T or staggered junction,Slight,51.509333,Daylight,Great Yarmouth,H1,-0.197286,1,2,Metropolitan Police,Dry,R2,30,09:19,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70249,16-05-2021,Saturday,JC_2,Not at junction or within 20 metres,Serious,51.499528,Daylight,Norwich,H1,-0.197096,2,2,Metropolitan Police,Dry,R3,30,18:30,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70250,26-05-2021,Tuesday,JC_3,T or staggered junction,Slight,51.523506,Daylight,Breckland,H1,-0.206673,1,1,Metropolitan Police,Wet or damp,R2,30,09:00,Urban,W1,Car
200901BS70251,02-05-2021,Saturday,JC_1,T or staggered junction,Slight,51.507862,Daylight,Broadland,H1,-0.195182,1,2,Metropolitan Police,Dry,R2,30,12:00,Urban,W1,Car
200901BS70252,17-05-2021,Sunday,JC_1,Not at junction or within 20 metres,Slight,51.486884,Daylight,King's Lynn and West Norfolk,H1,-0.252906,1,2,Metropolitan Police,Dry,R4,30,17:35,Urban,W1,Goods over 3.5t. and under 7.5t
200901BS70253,06-03-2021,Friday,JC_2,T or staggered junction,Slight,51.516804,Daylight,South Norfolk,H1,-0.227259,1,1,Metropolitan Police,Dry,R2,30,08:50,Urban,W3,Car
200901BS70254,20-05-2021,Wednesday,JC_1,Roundabout,Slight,51.500733,Daylight,North Norfolk,H1,-0.193591,1,2,Metropolitan Police,Dry,R2,30,18:20,Urban,W1,Car
200901BS70255,28-05-2021,Thursday,JC_1,T or staggered junction,Slight,51.499727,Daylight,Mid Suffolk,H1,-0.163518,1,1,Metropolitan Police,Dry,R3,30,07:20,Urban,W1,Car
200901BS70257,23-05-2021,Saturday,JC_1,T or staggered junction,Slight,51.497986,Daylight,Suffolk Coastal,H1,-0.207963,1,2,Metropolitan Police,Dry,R2,30,20:39,Urban,W1,Car
200901BS70258,13-05-2021,Wednesday,JC_1,T or staggered junction,Slight,51.496579,Darkness - lights lit,Forest Heath,H1,-0.192458,1,2,Metropolitan Police,Dry,R2,30,17:19,Urban,W1,Taxi/Private hire car
200901BS70259,30-06-2021,Tuesday,JC_1,Crossroads,Slight,51.506097,Daylight,St. Edmundsbury,H1,-0.209086,1,1,Metropolitan Police,Dry,R2,30,12:45,Urban,W1,Car
200901BS70260,10-05-2021,Sunday,JC_3,T or staggered junction,Slight,51.508961,Daylight,Babergh,H1,-0.196436,1,1,Metropolitan Police,Dry,R3,30,11:00,Urban,W1,Car
200901BS70261,28-05-2021,Thursday,JC_1,T or staggered junction,Slight,51.486709,Daylight,Ipswich,H1,-0.170667,1,2,Metropolitan Police,Dry,R2,30,08:30,Urban,W1,Car
200901BS70262,22-05-2021,Friday,JC_1,Not at junction or within 20 metres,Slight,51.502159,Daylight,Waveney,H1,-0.186906,1,1,Metropolitan Police,Dry,R2,30,09:30,Urban,W1,Car
200901BS70263,29-05-2021,Friday,JC_2,T or staggered junction,Slight,51.491499,Daylight,Bedford,H1,-0.172204,1,1,Metropolitan Police,Dry,R2,30,08:15,Urban,W1,Car
200901BS70265,28-05-2021,Thursday,JC_2,T or staggered junction,Slight,51.481062,Daylight,Mid Bedfordshire,H1,-0.183423,1,1,Metropolitan Police,Dry,R2,30,18:55,Urban,W1,Motorcycle 50cc and under
200901BS70267,03-06-2021,Wednesday,JC_3,T or staggered junction,Slight,51.496864,Daylight,Central Bedfordshire,H1,-0.205125,1,2,Metropolitan Police,Dry,R2,30,09:50,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70268,20-05-2021,Wednesday,JC_1,Crossroads,Slight,51.512797,Daylight,South Bedfordshire,H1,-0.20032,1,2,Metropolitan Police,Dry,R4,30,19:00,Urban,W1,Car
200901BS70269,31-05-2021,Sunday,JC_2,Not at junction or within 20 metres,Slight,51.492655,Daylight,Luton,H1,-0.200393,1,1,Metropolitan Police,Dry,R3,30,10:36,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70270,31-05-2021,Sunday,JC_2,Mini-roundabout,Slight,51.482076,Daylight,East Hertfordshire,H1,-0.173445,1,3,Metropolitan Police,Dry,R2,30,16:01,Urban,W1,Car
200901BS70271,28-05-2021,Thursday,JC_1,Crossroads,Slight,51.489129,Daylight,Broxbourne,H1,-0.164376,1,2,Metropolitan Police,Dry,R2,30,13:52,Urban,W1,Car
200901BS70272,02-06-2021,Tuesday,JC_1,Crossroads,Slight,51.493252,Daylight,Welwyn Hatfield,H1,-0.169252,1,1,Metropolitan Police,Dry,R2,30,20:40,Urban,W1,Car
200901BS70273,01-06-2021,Monday,JC_1,T or staggered junction,Slight,51.480604,Daylight,North Hertfordshire,H1,-0.182865,1,2,Metropolitan Police,Dry,R2,30,18:00,Urban,W1,Car
200901BS70274,06-06-2021,Saturday,JC_2,T or staggered junction,Slight,51.492747,Daylight,Watford,H1,-0.200533,2,2,Metropolitan Police,Dry,R3,30,17:45,Urban,W1,Car
200901BS70276,05-06-2021,Friday,JC_1,T or staggered junction,Slight,51.493077,Daylight,Three Rivers,H1,-0.169548,1,1,Metropolitan Police,Dry,R2,30,09:28,Urban,W1,Car
200901BS70277,05-06-2021,Friday,JC_1,Crossroads,Slight,51.498261,Daylight,Dacorum,H1,-0.19657,1,2,Metropolitan Police,Dry,R2,30,09:01,Urban,W1,Car
200901BS70278,29-05-2021,Friday,JC_1,T or staggered junction,Slight,51.480874,Daylight,Hertsmere,H1,-0.177093,1,2,Metropolitan Police,Dry,R2,30,15:10,Urban,W1,Car
200901BS70279,06-06-2021,Saturday,JC_1,T or staggered junction,Slight,51.484363,Daylight,St. Albans,H1,-0.158662,2,1,Metropolitan Police,Dry,R2,30,18:10,Urban,W1,Car
200901BS70280,08-06-2021,Monday,JC_2,T or staggered junction,Slight,51.51417,Daylight,Stevege,H1,-0.20776,3,2,Metropolitan Police,Wet or damp,R2,30,20:05,Urban,W1,Car
200901BS70281,09-06-2021,Tuesday,JC_3,T or staggered junction,Slight,51.490352,Daylight,Stevenage,H1,-0.190976,1,2,Metropolitan Police,Wet or damp,R2,30,03:19,Urban,W1,Car
200901BS70284,09-06-2021,Tuesday,JC_2,Crossroads,Slight,51.49185,Darkness - lights lit,Braintree,H1,-0.171614,2,3,Metropolitan Police,Wet or damp,R2,30,09:40,Urban,W1,Car
200901BS70285,09-06-2021,Tuesday,JC_1,Not at junction or within 20 metres,Slight,51.497924,Daylight,Chelmsford,H1,-0.198024,1,2,Metropolitan Police,Wet or damp,R2,30,08:25,Urban,W1,Goods 7.5 tonnes mgw and over
200901BS70286,30-05-2021,Saturday,JC_1,T or staggered junction,Serious,51.503107,Daylight,Epping Forest,H1,-0.207618,1,1,Metropolitan Police,Dry,R2,30,12:30,Urban,W3,Car
200901BS70288,05-06-2021,Friday,JC_1,T or staggered junction,Slight,51.488093,Daylight,Maldon,H1,-0.167154,1,2,Metropolitan Police,Wet or damp,R2,30,12:25,Urban,W3,Car
200901BS70289,19-03-2021,Thursday,JC_1,Private drive or entrance,Slight,51.506187,Daylight,Tendring,H1,-0.209082,1,1,Metropolitan Police,Dry,R2,30,19:15,Urban,W1,Car
200901BS70290,11-06-2021,Thursday,JC_1,T or staggered junction,Slight,51.514399,Darkness - lights lit,Basildon,H1,-0.199248,4,3,Metropolitan Police,Dry,R2,30,09:10,Urban,W1,Car
200901BS70291,11-06-2021,Thursday,JC_1,T or staggered junction,Slight,51.503769,Daylight,Brentwood,H1,-0.192174,1,2,Metropolitan Police,Dry,R2,30,22:10,Urban,W1,Car
200901BS70292,11-06-2021,Thursday,JC_1,Crossroads,Slight,51.480233,Darkness - lights lit,Southend-on-Sea,H1,-0.18216,1,2,Metropolitan Police,Dry,R2,30,19:15,Urban,W1,Car
200901BS70293,11-06-2021,Thursday,JC_3,T or staggered junction,Slight,51.4841,Daylight,Colchester,H1,-0.176389,1,2,Metropolitan Police,Dry,R2,30,17:01,Urban,W1,Car
200901BS70294,12-06-2021,Friday,JC_1,Private drive or entrance,Slight,51.502114,Daylight,Uttlesford,H1,-0.18979,1,2,Metropolitan Police,Dry,R2,30,08:00,Urban,W1,Van / Goods 3.5 tonnes mgw or under
200901BS70295,11-06-2021,Thursday,JC_1,Not at junction or within 20 metres,Slight,51.50849,Daylight,Harlow,H1,-0.200922,1,2,Metropolitan Police,Dry,R2,30,08:35,Urban,W1,Car
200901BS70296,10-06-2021,Wednesday,JC_1,T or staggered junction,Slight,51.492968,Daylight,Thurrock,H1,-0.162637,1,1,Metropolitan Police,Dry,R2,30,09:05,Urban,W1,Motorcycle over 500cc
200901BS70297,12-06-2021,Friday,JC_1,T or staggered junction,Slight,51.49999,Daylight,Castle Point,H1,-0.163075,1,1,Metropolitan Police,Dry,R3,30,08:55,Urban,W1,Car
200901BS70298,05-06-2021,Friday,JC_3,T or staggered junction,Slight,51.519902,Daylight,Rochford,H1,-0.212148,1,2,Metropolitan Police,Dry,R2,30,09:25,Urban,W1,Car
200901BS70300,12-06-2021,Friday,JC_1,T or staggered junction,Slight,51.508627,Daylight,Aylesbury Vale,H1,-0.215759,1,2,Metropolitan Police,Dry,R2,30,17:28,Urban,W1,Car
200901BS70301,12-06-2021,Friday,JC_1,Not at junction or within 20 metres,Slight,51.506099,Daylight,Wycombe,H1,-0.20923,1,2,Metropolitan Police,Dry,R2,30,19:03,Urban,W1,Car
200901BS70302,31-05-2021,Sunday,JC_2,T or staggered junction,Slight,51.502577,Daylight,South Bucks,H1,-0.214123,1,2,Metropolitan Police,Dry,R2,30,10:30,Urban,W1,Car
200901BS70303,08-06-2021,Monday,JC_1,T or staggered junction,Slight,51.502159,Daylight,Chiltern,H1,-0.186906,1,2,Metropolitan Police,Dry,R2,30,14:45,Urban,W1,Car
200901BS70304,09-06-2021,Tuesday,JC_1,Crossroads,Slight,51.482637,Daylight,Milton Keynes,H1,-0.186385,1,2,Metropolitan Police,Wet or damp,R2,30,10:56,Urban,W1,Car
200901BS70305,16-06-2021,Tuesday,JC_1,T or staggered junction,Slight,51.484273,Daylight,South Oxfordshire,H1,-0.158666,1,2,Metropolitan Police,Dry,R2,30,18:45,Urban,W1,Car
200901BS70306,15-06-2021,Monday,JC_1,T or staggered junction,Slight,51.497592,Daylight,Slough,H1,-0.159282,1,1,Metropolitan Police,Dry,R2,30,16:20,Urban,W1,Car
200901BS70307,14-06-2021,Sunday,JC_1,T or staggered junction,Slight,51.496665,Daylight,Cherwell,H1,-0.168972,1,2,Metropolitan Police,Dry,R2,30,12:35,Urban,W1,Car
200901BS70308,09-06-2021,Tuesday,JC_1,T or staggered junction,Slight,51.506185,Daylight,Oxford,H1,-0.208938,1,2,Metropolitan Police,Dry,R2,30,16:50,Urban,W1,Car
200901BS70309,12-06-2021,Friday,JC_1,Private drive or entrance,Slight,51.517022,Daylight,Vale of White Horse,H1,-0.206063,1,1,Metropolitan Police,Dry,R2,30,02:04,Urban,W1,Car
200901BS70310,15-06-2021,Monday,JC_2,T or staggered junction,Slight,51.491173,Darkness - lights lit,West Oxfordshire,H1,-0.18014,1,3,Metropolitan Police,Dry,R2,30,11:00,Urban,W1,Car
200901BS70311,09-06-2021,Tuesday,JC_1,T or staggered junction,Slight,51.485633,Daylight,West Berkshire,H1,-0.165093,1,2,Metropolitan Police,Dry,R2,30,12:00,Urban,W1,Car
200901BS70312,15-06-2021,Monday,JC_1,Crossroads,Serious,51.512443,Daylight,Windsor and Maidenhead,H1,-0.206531,1,2,Metropolitan Police,Wet or damp,R2,30,19:30,Urban,W1,Bus or coach (17 or more pass seats)
200901BS70313,12-06-2021,Friday,JC_1,T or staggered junction,Slight,51.501545,Daylight,Bracknell Forest,H1,-0.19961,2,3,Metropolitan Police,Dry,R2,30,16:15,Urban,W1,Car
200901BS70314,11-06-2021,Thursday,JC_1,Crossroads,Slight,51.503223,Daylight,Reading,H1,-0.191763,1,2,Metropolitan Police,Dry,R2,30,18:45,Urban,W1,Car
200901BS70315,17-06-2021,Wednesday,JC_2,T or staggered junction,Slight,51.487021,Daylight,Wokingham,H1,-0.179153,1,2,Metropolitan Police,Dry,R2,30,15:25,Urban,W3,Car
